Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Count_Children,Total_Value
Graduation,Married,46049.0,11.0,2.325,5.0,2.0,9.0,7.0,1,47.0,2.0,515.0
Master,Married,35641.0,11.0,2.0,3.0,1.0,4.0,7.0,1,51.0,1.0,178.0
2n Cycle,Together,32414.0,11.0,1.0,1.0,0.0,3.0,7.0,0,39.0,0.0,52.0
PhD,Married,59821.0,11.0,6.0,11.0,2.0,7.0,8.0,0,68.0,1.0,734.0
Graduation,Married,34968.0,11.0,2.325,3.0,2.0,5.0,7.0,0,43.0,1.0,221.0
PhD,Married,56320.0,11.0,3.0,5.0,4.0,9.0,4.0,0,56.0,1.0,702.0
Master,Married,70091.0,11.0,2.0,5.0,2.0,10.0,8.0,0,54.0,1.0,1161.0
Graduation,Together,46097.0,11.0,5.0,3.0,1.0,6.0,4.0,0,67.0,1.0,241.0
PhD,Divorced,41003.0,11.0,1.0,6.0,2.0,8.0,6.0,0,60.0,0.0,601.0
Graduation,Together,44911.0,11.0,3.0,4.0,1.0,4.0,7.0,0,64.0,1.0,215.0
Graduation,Single,33249.0,11.0,2.0,2.0,1.0,3.0,6.0,0,48.0,1.0,112.0
Graduation,Single,33249.0,11.0,2.0,2.0,1.0,3.0,6.0,0,48.0,1.0,112.0
PhD,Divorced,42873.0,11.0,4.0,6.0,1.0,4.0,8.0,0,73.0,2.0,269.0
PhD,Married,51039.0,11.0,2.0,6.0,2.0,4.0,7.0,0,54.0,2.0,417.0
PhD,Together,78952.0,11.0,2.0,2.0,5.0,12.0,6.0,0,65.0,1.0,2092.0
Master,Divorced,29435.0,11.0,4.0,3.0,2.0,2.0,9.0,1,57.0,2.0,180.0
Graduation,Divorced,79865.0,12.0,1.0,5.0,10.0,5.0,1.0,0,69.0,1.0,792.0
Graduation,Divorced,34176.0,12.0,4.0,3.0,0.0,4.0,6.0,0,35.0,1.0,89.0
Graduation,Single,34176.0,12.0,4.0,3.0,0.0,4.0,6.0,0,35.0,1.0,89.0
PhD,Together,65968.0,12.0,2.0,5.0,4.0,7.0,3.0,0,53.0,1.0,495.0
Master,Single,86424.0,12.0,1.0,6.0,9.0,12.0,1.0,0,67.0,0.0,1226.0
Graduation,Divorced,67272.0,12.0,3.0,6.0,2.0,12.0,5.0,0,57.0,1.0,733.0
Graduation,Single,78499.0,12.0,1.0,11.0,3.0,4.0,4.0,1,66.0,0.0,1334.0
Graduation,Together,77044.0,12.0,2.0,7.0,2.6620535714285714,11.0,4.0,0,51.0,1.0,1065.0
Graduation,Single,70515.0,12.0,1.0,6.0,6.0,4.0,2.0,1,30.0,0.0,1258.0
Master,Together,17459.0,12.0,3.0,3.0,1.0,2.0,7.0,1,48.0,1.0,69.0
PhD,Married,80336.0,12.0,1.0,2.0,9.0,13.0,1.0,0,53.0,0.0,1052.0
Graduation,Married,15759.0,12.0,1.0,1.0,0.0,2.0,7.0,0,67.0,0.0,17.0
2n Cycle,Together,26326.0,12.0,1.0,0.0,0.0,3.0,3.0,0,47.0,0.0,18.0
Graduation,Together,62061.0,12.0,3.0,10.0,4.0,7.0,6.0,0,47.0,1.0,800.0
Graduation,Married,5305.0,12.0,0.0,1.0,0.0,0.0,13.0,0,47.0,1.0,32.0
Master,Single,75777.0,12.0,1.0,3.0,6.0,11.0,1.0,1,41.0,0.0,1438.0
Master,Single,75777.0,12.0,1.0,3.0,6.0,11.0,1.0,1,41.0,0.0,1438.0
Master,Together,71499.0,12.0,2.0,8.0,3.0,13.0,4.0,0,52.0,1.0,795.0
PhD,Single,31626.0,12.0,1.0,2.0,1.0,2.0,7.0,1,45.0,1.0,86.0
Master,Together,42670.0,12.0,1.0,4.0,2.0,4.0,4.0,0,31.0,0.0,241.0
Graduation,Single,83917.0,12.0,1.0,6.0,7.0,7.0,3.0,1,50.0,0.0,1587.0
Master,Together,41021.0,12.0,2.0,2.0,0.0,3.0,6.0,1,54.0,1.0,64.0
Graduation,Married,79456.0,12.0,1.0,5.0,6.0,4.0,3.0,1,67.0,0.0,1401.0
Master,Divorced,78789.0,12.0,1.0,4.0,6.0,5.0,2.0,1,43.0,0.0,1754.0
PhD,Married,50870.0,13.0,1.0,2.0,0.0,3.0,5.0,0,71.0,1.0,63.0
Master,Married,35876.0,13.0,1.0,3.0,1.0,3.0,6.0,0,40.0,0.0,129.0
Graduation,Married,23539.0,13.0,1.0,2.0,0.0,4.0,6.0,0,66.0,0.0,81.0
Master,Single,32557.0,13.0,3.0,2.0,1.0,3.0,5.0,1,56.0,1.0,80.0
2n Cycle,Married,62466.0,13.0,5.0,6.0,3.0,12.0,4.0,0,53.0,1.0,889.0
2n Cycle,Married,62466.0,13.0,5.0,6.0,3.0,12.0,4.0,0,53.0,1.0,889.0
Graduation,Married,54198.0,13.0,6.0,3.0,1.0,6.0,4.0,0,57.0,2.0,235.0
PhD,Married,82170.0,13.0,1.0,5.0,6.0,7.0,2.0,0,45.0,0.0,1908.0
PhD,Single,61798.0,13.0,1.0,4.0,2.0,9.0,4.0,0,59.0,0.0,463.0
Basic,Single,15253.0,13.0,2.0,1.0,0.0,3.0,7.0,0,31.0,1.0,29.0
Master,Married,78285.0,13.0,1.0,6.0,4.0,10.0,3.0,0,35.0,0.0,1427.0
Graduation,Single,62535.0,13.0,1.0,3.0,2.0,8.0,3.0,0,68.0,1.0,398.0
Basic,Together,27190.0,13.0,1.0,1.0,0.0,2.0,8.0,1,50.0,1.0,18.0
2n Cycle,Married,48985.0,13.0,1.0,1.0,1.0,3.0,3.0,0,55.0,1.0,75.0
Graduation,Married,72940.0,13.0,1.0,3.0,3.0,6.0,1.0,0,53.0,0.0,981.0
2n Cycle,Married,36145.0,13.0,4.0,4.0,1.0,3.0,9.0,1,38.0,1.0,172.0
Graduation,Together,52253.58839285714,13.0,0.0,0.0,2.6620535714285714,0.0,1.0,0,46.0,0.0,1730.0
Master,Married,81843.0,13.0,1.0,5.0,9.0,12.0,3.0,0,63.0,0.0,1643.0
Graduation,Together,41883.0,13.0,3.0,4.0,2.0,3.0,7.0,0,35.0,1.0,312.0
PhD,Married,45759.0,13.0,2.0,2.0,0.0,3.0,7.0,0,59.0,2.0,68.0
PhD,Married,45759.0,13.0,2.0,2.0,0.0,3.0,7.0,0,59.0,2.0,68.0
Graduation,Together,78394.0,13.0,1.0,4.0,6.0,5.0,2.0,1,37.0,0.0,1428.0
Graduation,Single,30279.0,13.0,1.0,1.0,0.0,3.0,8.0,0,34.0,1.0,37.0
Graduation,Single,30279.0,13.0,1.0,1.0,0.0,3.0,8.0,0,34.0,1.0,37.0
Graduation,Widow,31880.0,13.0,1.0,1.0,0.0,2.0,8.0,0,53.0,1.0,15.0
Graduation,Widow,60208.0,13.0,2.325,8.0,3.0,7.0,7.0,1,50.0,2.0,656.0
Graduation,Together,78687.0,13.0,1.0,4.0,6.0,8.0,2.0,1,40.0,0.0,2130.0
PhD,Married,37401.0,14.0,2.0,2.0,0.0,3.0,7.0,0,50.0,1.0,48.0
PhD,Married,37401.0,14.0,2.0,2.0,0.0,3.0,7.0,0,50.0,1.0,48.0
Graduation,Together,75315.0,14.0,2.0,5.0,4.0,12.0,2.0,0,69.0,1.0,841.0
Graduation,Single,69263.0,14.0,1.0,9.0,1.0,7.0,6.0,0,58.0,1.0,568.0
Graduation,Married,78569.0,14.0,1.0,4.0,6.0,4.0,1.0,1,77.0,0.0,1736.0
PhD,Married,57705.0,14.0,3.0,8.0,1.0,6.0,6.0,0,57.0,1.0,486.0
2n Cycle,Together,74805.0,14.0,5.0,4.0,7.0,10.0,2.0,0,68.0,1.0,820.0
PhD,Together,66426.0,14.0,2.0,3.0,5.0,10.0,6.0,0,62.0,1.0,1377.0
Master,Widow,51529.0,14.0,2.0,9.0,1.0,5.0,8.0,0,74.0,1.0,467.0
Graduation,Married,18100.0,14.0,1.0,0.0,0.0,3.0,5.0,0,77.0,0.0,14.0
2n Cycle,Divorced,59601.0,14.0,4.0,2.0,2.0,7.0,8.0,0,46.0,1.0,797.0
2n Cycle,Together,20981.0,14.0,1.0,3.0,1.0,2.0,8.0,1,46.0,0.0,73.0
Graduation,Married,74068.0,14.0,1.0,4.0,10.0,9.0,2.0,0,47.0,0.0,1581.0
Graduation,Married,36790.0,14.0,1.0,2.0,1.0,2.0,9.0,1,40.0,0.0,66.0
Graduation,Married,18793.0,14.0,3.0,2.0,0.0,4.0,8.0,0,52.0,1.0,77.0
Graduation,Widow,27421.0,14.0,3.0,4.0,1.0,6.0,7.0,0,69.0,0.0,324.0
Graduation,Married,30675.0,14.0,1.0,1.0,0.0,3.0,8.0,0,51.0,1.0,62.0
Graduation,Together,83145.0,14.0,1.0,5.0,9.0,11.0,2.0,1,49.0,0.0,1833.0
Master,Together,34053.0,14.0,1.0,3.0,0.0,3.0,8.0,0,55.0,1.0,103.0
Master,Single,31788.0,15.0,3.0,3.0,0.0,4.0,5.0,0,40.0,1.0,60.0
2n Cycle,Married,45894.0,15.0,1.0,1.0,0.0,3.0,5.0,0,49.0,2.0,51.0
Graduation,Divorced,41986.0,15.0,3.0,3.0,0.0,4.0,4.0,0,45.0,1.0,63.0
PhD,Married,42769.0,15.0,2.0,1.0,1.0,4.0,4.0,0,61.0,1.0,88.0
2n Cycle,Together,58582.0,15.0,2.0,9.0,2.0,9.0,5.0,0,41.0,1.0,763.0
Graduation,Married,49096.0,15.0,4.0,4.0,1.0,4.0,7.0,0,59.0,2.0,187.0
PhD,Single,76412.0,15.0,1.0,5.0,4.0,8.0,3.0,1,43.0,0.0,1808.0
Graduation,Married,18929.0,15.0,1.0,1.0,0.0,4.0,6.0,0,33.0,0.0,85.0
Graduation,Married,18929.0,15.0,1.0,1.0,0.0,4.0,6.0,0,33.0,0.0,85.0
Graduation,Married,18929.0,15.0,1.0,1.0,0.0,4.0,6.0,0,33.0,0.0,85.0
Master,Single,21888.0,15.0,4.0,5.0,1.0,2.0,10.0,1,37.0,1.0,213.0
Graduation,Together,41580.0,15.0,3.0,2.0,1.0,3.0,5.0,0,45.0,2.0,92.0
PhD,Married,31605.0,15.0,2.0,2.0,1.0,4.0,7.0,0,44.0,1.0,125.0
PhD,Divorced,25509.0,15.0,3.0,3.0,0.0,3.0,9.0,1,49.0,1.0,101.0
PhD,Divorced,25509.0,15.0,3.0,3.0,0.0,3.0,9.0,1,49.0,1.0,101.0
Master,Widow,33051.0,15.0,3.0,9.0,1.0,8.0,9.0,1,64.0,0.0,835.0
PhD,Together,28764.0,16.0,1.0,1.0,0.0,2.0,8.0,0,57.0,2.0,12.0
2n Cycle,Married,32146.0,16.0,2.0,2.0,0.0,4.0,6.0,0,40.0,1.0,66.0
Graduation,Single,22148.0,16.0,1.0,1.0,0.0,3.0,7.0,0,40.0,0.0,49.0
Graduation,Married,36781.0,16.0,1.0,2.0,1.0,2.0,8.0,1,44.0,1.0,63.0
Master,Married,54197.0,16.0,2.0,1.0,3.0,6.0,1.0,0,63.0,1.0,237.0
Graduation,Single,93790.0,16.0,0.0,6.0,7.0,12.0,2.0,1,53.0,0.0,2349.0
Graduation,Single,24762.0,16.0,3.0,3.0,1.0,2.0,8.0,1,51.0,1.0,86.0
Master,Married,30477.0,16.0,1.0,1.0,1.0,3.0,6.0,0,39.0,1.0,66.0
2n Cycle,Divorced,11448.0,16.0,1.0,1.0,0.0,2.0,6.0,0,48.0,0.0,14.0
Graduation,Divorced,70844.0,16.0,5.0,6.0,1.0,5.0,7.0,0,56.0,2.0,294.0
Graduation,Single,30828.0,16.0,2.0,1.0,1.0,4.0,3.0,0,43.0,1.0,56.0
Master,Together,62513.0,16.0,2.0,6.0,4.0,10.0,6.0,0,56.0,1.0,716.0
2n Cycle,Married,27733.0,16.0,2.0,2.0,0.0,3.0,7.0,0,42.0,1.0,57.0
PhD,Together,39435.0,16.0,1.0,3.0,1.0,2.0,7.0,0,50.0,1.0,102.0
Master,Single,75345.0,16.0,1.0,5.0,8.0,6.0,3.0,1,53.0,0.0,2087.0
2n Cycle,Together,20491.0,16.0,1.0,0.0,1.0,2.0,7.0,0,37.0,0.0,30.0
Graduation,Married,36715.0,16.0,6.0,7.0,2.0,4.0,9.0,1,52.0,1.0,357.0
Graduation,Together,71706.0,16.0,4.0,9.0,5.0,7.0,5.0,0,64.0,1.0,1443.0
PhD,Married,69063.0,16.0,1.0,5.0,3.0,5.0,3.0,0,57.0,1.0,928.0
Graduation,Married,24645.0,16.0,1.0,1.0,0.0,2.0,8.0,0,35.0,1.0,17.0
Graduation,Married,35797.0,16.0,2.0,2.0,0.0,3.0,8.0,0,48.0,1.0,68.0
Graduation,Married,44078.0,17.0,2.0,2.0,0.0,3.0,5.0,0,54.0,2.0,41.0
Graduation,Single,26954.0,17.0,1.0,1.0,0.0,2.0,7.0,0,52.0,1.0,17.0
PhD,Together,56145.0,17.0,1.0,1.0,0.0,3.0,7.0,0,51.0,1.0,42.0
PhD,Together,38887.0,17.0,1.0,1.0,0.0,3.0,7.0,0,51.0,1.0,42.0
2n Cycle,Married,65463.0,17.0,2.0,6.0,2.0,9.0,5.0,0,49.0,1.0,562.0
PhD,Together,53537.0,17.0,2.0,2.0,1.0,3.0,5.0,0,64.0,2.0,93.0
Master,Single,36230.0,17.0,1.0,2.0,0.0,4.0,5.0,0,52.0,1.0,59.0
Graduation,Married,80763.0,17.0,1.0,5.0,2.6620535714285714,6.0,3.0,1,73.0,0.0,1415.0
PhD,Married,60585.0,17.0,2.325,7.0,4.0,9.0,5.0,1,52.0,2.0,736.0
Graduation,Single,49166.0,17.0,2.0,5.0,3.0,3.0,6.0,0,49.0,1.0,368.0
PhD,Together,75261.0,17.0,1.0,5.0,6.0,5.0,2.0,1,68.0,0.0,1743.0
Graduation,Together,89891.0,17.0,1.0,11.0,6.0,8.0,4.0,0,32.0,0.0,836.0
Master,Married,72828.0,17.0,6.0,6.0,3.0,13.0,7.0,0,61.0,1.0,1678.0
Graduation,Together,75278.0,17.0,1.0,6.0,3.0,13.0,3.0,0,71.0,0.0,930.0
Graduation,Single,38557.0,17.0,2.0,3.0,1.0,3.0,7.0,0,45.0,1.0,145.0
PhD,Married,81300.0,17.0,3.0,10.0,3.0,5.0,5.0,1,60.0,1.0,1241.0
2n Cycle,Divorced,60161.0,17.0,3.0,11.0,4.0,8.0,8.0,0,58.0,1.0,1071.0
PhD,Married,69389.0,17.0,1.0,7.0,2.0,12.0,4.0,0,46.0,1.0,797.0
Graduation,Divorced,64497.0,17.0,5.0,11.0,4.0,9.0,8.0,1,69.0,1.0,1804.0
Graduation,Married,61014.0,17.0,4.0,9.0,3.0,4.0,7.0,0,43.0,1.0,1147.0
Master,Married,44319.0,18.0,2.0,2.0,0.0,3.0,5.0,0,48.0,2.0,37.0
2n Cycle,Married,53233.0,18.0,1.0,1.0,0.0,3.0,4.0,0,66.0,1.0,40.0
Graduation,Together,77972.0,18.0,1.0,4.0,6.0,9.0,1.0,0,69.0,0.0,1101.0
Graduation,Divorced,81361.0,18.0,1.0,3.0,10.0,13.0,1.0,0,36.0,0.0,778.0
Graduation,Divorced,81361.0,18.0,1.0,3.0,10.0,13.0,1.0,1,36.0,0.0,778.0
Basic,Single,25707.0,18.0,1.0,1.0,0.0,3.0,7.0,0,39.0,1.0,21.0
PhD,Married,42403.0,18.0,1.0,1.0,0.0,3.0,8.0,0,52.0,1.0,42.0
2n Cycle,Single,65704.0,18.0,1.0,2.0,10.0,10.0,1.0,0,51.0,0.0,817.0
Graduation,Married,37406.0,18.0,1.0,1.0,0.0,2.0,8.0,1,43.0,1.0,17.0
Master,Together,39767.0,18.0,2.0,7.0,1.0,7.0,8.0,0,72.0,0.0,485.0
2n Cycle,Married,54210.0,18.0,2.0,4.0,1.0,7.0,5.0,0,44.0,1.0,367.0
Graduation,Divorced,57136.0,18.0,1.0,7.0,5.0,7.0,6.0,1,56.0,0.0,1179.0
Graduation,Married,40794.0,18.0,2.0,6.0,3.0,5.0,7.0,0,48.0,1.0,434.0
Graduation,Together,83003.0,18.0,1.0,7.0,6.0,8.0,3.0,1,58.0,0.0,1674.0
Master,Married,89058.0,18.0,1.0,5.0,4.0,4.0,2.0,0,63.0,0.0,850.0
2n Cycle,Together,20193.0,18.0,1.0,1.0,1.0,4.0,4.0,0,32.0,0.0,82.0
Graduation,Married,72099.0,18.0,1.0,3.0,4.0,10.0,1.0,0,49.0,0.0,1188.0
Graduation,Married,43824.0,18.0,4.0,3.0,1.0,4.0,8.0,0,52.0,2.0,186.0
Graduation,Together,66653.0,18.0,4.0,4.0,2.0,12.0,3.0,0,48.0,2.0,612.0
Graduation,Married,44359.0,19.0,3.0,2.0,0.0,4.0,3.0,0,45.0,2.0,45.0
Graduation,Married,79410.0,19.0,1.0,3.0,2.0,5.0,1.0,0,62.0,0.0,1370.0
Master,Married,55842.0,19.0,1.0,7.0,1.0,8.0,5.0,0,46.0,1.0,518.0
Graduation,Widow,79946.0,19.0,1.0,5.0,2.6620535714285714,5.0,3.0,0,57.0,0.0,1478.0
2n Cycle,Single,88194.0,19.0,1.0,11.0,10.0,10.0,5.0,1,44.0,1.0,1274.0
Master,Married,80184.0,19.0,1.0,6.0,3.0,10.0,3.0,0,79.0,0.0,1902.0
Graduation,Divorced,76982.0,19.0,1.0,8.0,3.0,4.0,4.0,1,56.0,0.0,1062.0
PhD,Single,65295.0,19.0,1.0,3.0,3.0,13.0,2.0,0,43.0,0.0,664.0
Graduation,Together,57100.0,19.0,1.0,3.0,3.0,6.0,3.0,0,50.0,0.0,409.0
Graduation,Married,29009.0,19.0,2.0,2.0,0.0,3.0,6.0,0,42.0,1.0,44.0
PhD,Married,78931.0,19.0,1.0,2.0,8.0,13.0,1.0,0,52.0,0.0,943.0
Master,Married,7500.0,19.0,3.0,2.0,0.0,3.0,5.0,0,48.0,1.0,31.0
Graduation,Married,56939.0,19.0,2.0,3.0,3.0,10.0,3.0,0,47.0,1.0,561.0
Graduation,Single,64509.0,19.0,1.0,6.0,3.0,9.0,4.0,1,33.0,0.0,1722.0
Graduation,Married,30093.0,19.0,1.0,2.0,0.0,3.0,7.0,0,33.0,0.0,69.0
PhD,Together,30351.0,19.0,1.0,3.0,0.0,2.0,9.0,1,49.0,1.0,46.0
PhD,Together,30351.0,19.0,1.0,3.0,0.0,2.0,9.0,0,49.0,1.0,46.0
PhD,Together,38201.0,19.0,4.0,5.0,1.0,5.0,8.0,0,63.0,1.0,268.0
Graduation,Single,52720.0,19.0,0.0,4.084821428571429,0.0,0.0,1.0,0,37.0,1.0,637.0
PhD,Married,43974.0,19.0,5.0,6.0,4.0,6.0,7.0,0,43.0,1.0,551.0
Graduation,Together,38200.0,19.0,1.0,1.0,0.0,2.0,7.0,0,53.0,2.0,17.0
2n Cycle,Divorced,87305.0,19.0,1.0,5.0,3.0,8.0,2.0,1,63.0,0.0,1152.0
Graduation,Married,16860.0,19.0,3.0,1.0,1.0,3.0,7.0,0,62.0,2.0,38.0
PhD,Single,27213.0,19.0,3.0,2.0,0.0,4.0,8.0,1,51.0,1.0,70.0
Graduation,Married,7500.0,19.0,5.0,4.0,1.0,2.0,9.0,1,47.0,1.0,71.0
Graduation,Divorced,4861.0,20.0,0.0,0.0,0.0,0.0,5.316517857142857,0,58.0,0.0,6.0
Master,Married,38196.0,20.0,3.0,2.0,0.0,4.0,5.0,0,52.0,2.0,44.0
PhD,Married,41145.0,20.0,1.0,0.0,0.0,3.0,3.0,0,73.0,2.0,13.0
PhD,Single,38513.0,20.0,5.0,6.0,1.0,5.0,8.0,1,41.0,1.0,324.0
Graduation,Married,45688.0,20.0,2.0,3.0,1.0,8.0,4.0,0,55.0,1.0,306.0
PhD,Together,77863.0,20.0,1.0,4.0,5.0,10.0,2.0,0,65.0,0.0,1291.0
Master,Married,42169.0,20.0,2.0,1.0,0.0,3.0,8.0,0,54.0,2.0,30.0
Graduation,Single,45906.0,20.0,2.0,5.0,4.0,4.0,5.0,0,59.0,1.0,486.0
2n Cycle,Divorced,35388.0,20.0,1.0,1.0,0.0,3.0,7.0,0,35.0,1.0,32.0
Graduation,Married,80952.0,20.0,1.0,8.0,5.0,11.0,8.0,1,54.0,0.0,1757.0
Graduation,Together,39898.0,20.0,2.0,3.0,0.0,4.0,7.0,0,69.0,1.0,134.0
Graduation,Together,39898.0,20.0,2.0,3.0,0.0,4.0,7.0,0,69.0,1.0,134.0
Master,Divorced,44051.0,20.0,4.0,3.0,1.0,4.0,6.0,1,50.0,2.0,171.0
Graduation,Married,86718.0,20.0,1.0,5.0,6.0,5.0,2.0,0,69.0,0.0,1270.0
Master,Married,80141.0,20.0,1.0,7.0,4.0,10.0,6.0,1,37.0,0.0,2091.0
Graduation,Married,58597.0,20.0,2.325,7.0,4.0,9.0,7.0,0,47.0,2.0,733.0
PhD,Married,70356.0,20.0,2.0,10.0,6.0,9.0,6.0,0,78.0,0.0,1706.0
Graduation,Single,46904.0,20.0,4.0,5.0,1.0,4.0,8.0,0,56.0,2.0,253.0
Graduation,Together,37760.0,20.0,2.0,4.0,1.0,6.0,7.0,0,77.0,0.0,317.0
Graduation,Together,37760.0,20.0,2.0,4.0,1.0,6.0,7.0,0,77.0,0.0,317.0
Graduation,Single,61839.0,20.0,1.0,4.0,8.0,4.0,8.0,0,59.0,0.0,1895.0
PhD,Married,29791.0,21.0,2.0,2.0,0.0,3.0,5.0,0,51.0,1.0,20.0
PhD,Single,48918.0,21.0,2.0,1.0,0.0,4.0,4.0,0,60.0,2.0,62.0
PhD,Single,48918.0,21.0,2.0,1.0,0.0,4.0,4.0,0,60.0,2.0,62.0
Graduation,Married,58692.0,21.0,1.0,8.0,2.0,4.0,7.0,0,58.0,1.0,395.0
Graduation,Married,39356.0,21.0,1.0,1.0,0.0,2.0,6.0,0,47.0,2.0,23.0
Master,Married,76234.0,21.0,1.0,8.0,3.0,11.0,3.0,0,51.0,1.0,907.0
Graduation,Married,55434.0,21.0,3.0,5.0,3.0,13.0,4.0,0,39.0,1.0,882.0
Master,Married,66835.0,21.0,1.0,6.0,4.0,13.0,2.0,0,77.0,0.0,1033.0
Master,Married,66835.0,21.0,1.0,6.0,4.0,13.0,2.0,0,77.0,0.0,1033.0
Graduation,Married,71965.0,21.0,3.0,6.0,3.0,5.0,3.0,0,72.0,1.0,1213.0
Graduation,Together,74538.0,21.0,1.0,8.0,8.0,5.0,3.0,1,52.0,0.0,1461.0
Graduation,Divorced,50002.0,21.0,2.0,8.0,2.0,7.0,7.0,0,69.0,1.0,638.0
Graduation,Together,53977.0,21.0,5.0,5.0,5.0,12.0,5.0,0,65.0,1.0,907.0
Graduation,Together,53977.0,21.0,5.0,5.0,5.0,12.0,5.0,0,65.0,1.0,907.0
Graduation,Together,69930.0,21.0,1.0,4.0,5.0,12.0,3.0,0,52.0,0.0,1662.0
PhD,Together,62981.0,21.0,1.0,4.0,5.0,13.0,3.0,0,56.0,0.0,1482.0
Master,Together,46014.0,21.0,2.325,7.0,1.0,8.0,7.0,0,49.0,2.0,541.0
Graduation,Together,18227.0,21.0,1.0,0.0,1.0,2.0,8.0,0,36.0,1.0,28.0
Graduation,Married,65991.0,21.0,3.0,9.0,5.0,10.0,7.0,0,47.0,1.0,971.0
Graduation,Single,38808.0,21.0,4.0,5.0,1.0,4.0,8.0,1,51.0,1.0,246.0
PhD,Married,52253.58839285714,21.0,2.325,0.0,2.6620535714285714,1.0,0.0,0,41.0,0.0,1717.0
Master,Married,43783.0,22.0,6.0,7.0,1.0,8.0,7.0,0,45.0,1.0,629.0
PhD,Married,30396.0,22.0,2.0,1.0,1.0,2.0,7.0,1,54.0,1.0,34.0
PhD,Married,65526.0,22.0,1.0,4.0,4.0,8.0,2.0,0,59.0,1.0,506.0
PhD,Married,65526.0,22.0,1.0,4.0,4.0,8.0,2.0,0,59.0,1.0,506.0
Graduation,Married,55956.0,22.0,2.0,7.0,3.0,4.0,4.0,0,79.0,0.0,999.0
Graduation,Divorced,55563.0,22.0,1.0,2.0,0.0,3.0,3.0,0,45.0,1.0,43.0
PhD,Married,57236.0,22.0,3.0,2.0,1.0,4.0,3.0,0,58.0,2.0,121.0
Graduation,Divorced,89694.0,22.0,3.0,4.0,3.0,4.0,5.0,0,50.0,2.0,1472.0
Master,Together,57420.0,22.0,3.0,5.0,1.0,6.0,7.0,0,52.0,1.0,322.0
Graduation,Married,33622.0,22.0,3.0,2.0,0.0,4.0,7.0,0,51.0,2.0,81.0
PhD,Single,29999.0,22.0,4.0,3.0,1.0,4.0,8.0,0,37.0,1.0,160.0
PhD,Together,31497.0,22.0,2.0,3.0,1.0,4.0,8.0,0,61.0,1.0,155.0
PhD,Together,31497.0,22.0,2.0,3.0,1.0,4.0,8.0,0,61.0,1.0,155.0
PhD,Single,36802.0,23.0,1.0,1.0,0.0,3.0,5.0,0,43.0,1.0,20.0
Graduation,Divorced,61671.0,23.0,2.325,10.0,4.0,6.0,8.0,0,55.0,1.0,732.0
2n Cycle,Single,60182.0,23.0,1.0,1.0,0.0,2.0,4.0,0,54.19419642857143,1.0,22.0
PhD,Together,29732.0,23.0,1.0,2.0,0.0,2.0,9.0,0,52.0,1.0,38.0
PhD,Married,45921.0,23.0,1.0,2.0,1.0,6.0,4.0,0,37.0,0.0,199.0
Graduation,Together,16529.0,23.0,1.0,1.0,0.0,3.0,6.0,0,39.0,1.0,22.0
Master,Single,98777.0,23.0,0.0,4.0,6.0,9.0,1.0,0,63.0,0.0,2008.0
Master,Single,98777.0,23.0,0.0,4.0,6.0,9.0,1.0,0,63.0,0.0,2008.0
Master,Married,77027.0,23.0,2.0,8.0,3.0,6.0,4.0,0,71.0,1.0,1175.0
Graduation,Married,69139.0,23.0,1.0,4.0,1.0,5.0,4.0,0,58.0,1.0,227.0
Graduation,Married,69139.0,23.0,1.0,4.0,1.0,5.0,4.0,0,58.0,1.0,227.0
Graduation,Married,65169.0,23.0,1.0,10.0,4.0,13.0,6.0,1,41.0,0.0,1189.0
Graduation,Widow,40049.0,23.0,1.0,1.0,0.0,3.0,6.0,0,71.0,1.0,32.0
Graduation,Married,69755.0,23.0,1.0,3.0,6.0,12.0,1.0,0,78.0,0.0,894.0
PhD,Married,56145.0,23.0,3.0,6.0,1.0,7.0,6.0,0,62.0,1.0,404.0
PhD,Married,54456.0,23.0,3.0,6.0,1.0,7.0,6.0,0,62.0,1.0,404.0
Graduation,Together,52253.58839285714,23.0,4.0,3.0,1.0,3.0,6.0,0,46.0,1.0,62.0
Graduation,Single,60689.0,23.0,4.0,4.0,4.0,10.0,3.0,0,72.0,1.0,639.0
Basic,Single,26487.0,23.0,3.0,2.0,1.0,3.0,5.0,0,45.0,1.0,69.0
Graduation,Married,28164.0,23.0,3.0,2.0,0.0,4.0,7.0,0,53.0,1.0,78.0
Graduation,Single,22585.0,23.0,1.0,1.0,1.0,2.0,9.0,1,53.0,0.0,81.0
Graduation,Married,64795.0,23.0,3.0,3.0,3.0,12.0,2.0,0,52.0,1.0,680.0
PhD,Single,42000.0,23.0,2.0,5.0,2.0,11.0,5.0,1,36.0,0.0,653.0
PhD,Single,42000.0,23.0,2.0,5.0,2.0,11.0,5.0,1,36.0,0.0,653.0
Graduation,Together,70713.0,23.0,6.0,5.0,6.0,8.0,3.0,0,57.0,1.0,1477.0
PhD,Single,82800.0,23.0,1.0,7.0,6.0,12.0,3.0,1,77.0,0.0,1315.0
PhD,Single,82800.0,23.0,1.0,7.0,6.0,12.0,3.0,1,77.0,0.0,1315.0
Basic,Married,30801.0,23.0,2.0,1.0,0.0,3.0,7.0,0,48.0,1.0,45.0
Master,Married,83891.0,24.0,1.0,4.0,7.0,10.0,1.0,0,49.0,1.0,816.0
